"","ID_Buzzard","sex","year","min_age","laying_date"
"945",307,1,2011,11,103
"946",307,1,2010,10,105
"947",307,1,2009,9,93
"948",307,1,2008,8,98
"949",307,1,2007,7,95
"950",307,1,2006,6,102
"951",307,1,2005,5,97
"952",307,1,2004,4,104
"953",307,1,2003,3,95
"954",307,1,2001,1,96
"955",308,2,2013,10,112
"956",308,2,2012,9,92
"957",308,2,2011,8,99
"958",308,2,2010,7,93
"959",308,2,2009,6,95
"960",308,2,2007,4,94
"961",308,2,2006,3,101
"962",308,2,2005,2,96
"963",308,2,2004,1,100
"964",309,2,2015,15,90
"965",309,2,2014,14,91
"966",309,2,2012,12,95
"967",309,2,2010,10,96
"968",309,2,2009,9,104
"969",309,2,2007,7,95
"970",309,2,2006,6,100
"971",309,2,2005,5,102
"972",309,2,2004,4,105
"973",309,2,2003,3,96
"974",309,2,2001,1,99
"975",310,2,2015,17,94
"976",310,2,2014,16,90
"977",310,2,2012,14,103
"978",310,2,2011,13,100
"979",310,2,2010,12,96
"980",310,2,2009,11,101
"981",310,2,2007,9,102
"982",310,2,2004,6,108
"983",310,2,2003,5,111
"984",310,2,2001,3,106
"985",310,2,1999,1,123
"986",311,2,2001,2,103
"987",312,1,2001,2,103
"988",313,2,2003,4,111
"989",313,2,2000,1,104
"990",314,1,2003,4,111
"991",314,1,2000,1,104
"992",315,1,2008,10,90
"993",315,1,2007,9,92
"994",315,1,2005,7,94
"995",315,1,1999,1,107
"996",316,1,2015,16,81
"997",316,1,2014,15,84
"998",316,1,2013,14,91
"999",316,1,2012,13,86
"1000",316,1,2011,12,86
"1001",316,1,2010,11,87
"1002",316,1,2009,10,87
"1003",316,1,2008,9,88
"1004",316,1,2007,8,89
"1005",316,1,2006,7,90
"1006",316,1,2005,6,92
"1007",316,1,2004,5,85
"1008",316,1,2003,4,88
"1009",316,1,2001,2,84
"1010",316,1,2000,1,101
"1011",317,1,1998,1,99
"1012",318,1,2000,1,111
"1013",319,2,1997,2,103
"1014",320,1,2000,5,99
"1015",320,1,1998,3,102
"1016",320,1,1997,2,103
"1017",322,2,1998,3,92
"1018",322,2,1996,1,107
"1019",323,1,1998,3,92
"1020",323,1,1996,1,107
"1021",324,1,1996,1,89
"1022",325,1,2015,15,94
"1023",325,1,2014,14,90
"1024",325,1,2012,12,103
"1025",325,1,2011,11,100
"1026",325,1,2010,10,96
"1027",325,1,2009,9,101
"1028",325,1,2007,7,102
"1029",325,1,2005,5,101
"1030",325,1,2004,4,99
"1031",325,1,2003,3,102
"1032",327,2,1998,3,98
"1033",327,2,1996,1,89
"1034",328,2,2015,16,99
"1035",328,2,2014,15,92
"1036",328,2,2012,13,103
"1037",328,2,2011,12,104
"1038",328,2,2010,11,96
"1039",328,2,2009,10,104
"1040",328,2,2008,9,108
"1041",328,2,2007,8,104
"1042",328,2,2006,7,108
"1043",328,2,2005,6,105
"1044",328,2,2004,5,114
"1045",328,2,2003,4,116
"1046",328,2,2001,2,102
"1047",328,2,2000,1,107
"1048",329,2,2007,7,96
"1049",329,2,2006,6,103
"1050",329,2,2005,5,100
"1051",329,2,2004,4,115
"1052",329,2,2001,1,89
"1053",330,1,2014,14,88
"1054",330,1,2013,13,100
"1055",330,1,2012,12,90
"1056",330,1,2011,11,93
"1057",330,1,2010,10,93
"1058",330,1,2009,9,101
"1059",330,1,2008,8,105
"1060",330,1,2007,7,96
"1061",330,1,2006,6,103
"1062",330,1,2005,5,100
"1063",330,1,2004,4,115
"1064",330,1,2001,1,89
"1065",334,2,2001,2,105
"1066",335,1,2001,1,105
"1067",343,1,2005,5,107
"1068",343,1,2004,4,115
"1069",345,1,2014,14,95
"1070",345,1,2013,13,105
"1071",345,1,2012,12,95
"1072",345,1,2011,11,100
"1073",345,1,2010,10,98
"1074",345,1,2008,8,99
"1075",345,1,2007,7,96
"1076",345,1,2005,5,90
"1077",345,1,2003,3,101
"1078",347,1,2003,3,96
"1079",348,1,2003,3,93
"1080",348,1,2001,1,101
"1081",349,1,2001,1,89
"1082",350,2,2001,1,94
"1083",351,2,2005,5,101
"1084",351,2,2003,3,113
"1085",351,2,2001,1,108
"1086",352,2,2015,3,99
"1087",352,2,2014,2,84
"1088",352,1,2001,1,108
"1089",354,2,2014,12,101
"1090",354,2,2013,11,111
"1091",354,2,2012,10,104
"1092",354,2,2011,9,107
"1093",354,2,2008,6,104
"1094",354,2,2005,3,98
"1095",354,2,2004,2,108
"1096",354,2,2004,2,124
"1097",354,2,2003,1,108
"1098",354,2,2003,1,131
"1099",355,1,2014,12,91
"1100",355,1,2013,11,114
"1101",355,1,2012,10,95
"1102",355,1,2010,8,98
"1103",355,1,2007,5,102
"1104",355,1,2005,3,104
"1105",355,1,2003,1,109
"1106",356,2,2015,13,96
"1107",356,2,2014,12,97
"1108",356,2,2013,11,106
"1109",356,2,2012,10,100
"1110",356,2,2011,9,105
"1111",356,2,2010,8,97
"1112",356,2,2007,5,106
"1113",356,2,2006,4,100
"1114",356,2,2004,2,95
"1115",356,2,2003,1,97
"1116",357,1,2009,7,104
"1117",357,1,2006,4,104
"1118",357,1,2005,3,100
"1119",357,1,2004,2,98
"1120",357,1,2003,1,97
"1121",358,1,2011,11,101
"1122",358,1,2006,6,105
"1123",358,1,2005,5,92
"1124",358,1,2001,1,99
"1125",362,2,2015,13,98
"1126",362,2,2014,12,90
"1127",362,2,2013,11,124
"1128",362,2,2012,10,84
"1129",362,2,2011,9,92
"1130",362,2,2010,8,91
"1131",362,2,2007,5,99
"1132",362,2,2005,3,92
"1133",362,2,2004,2,105
"1134",362,2,2003,1,94
"1135",364,2,2012,15,101
"1136",364,2,2011,14,97
"1137",364,2,2009,12,102
"1138",364,2,2008,11,107
"1139",364,2,2004,7,107
"1140",364,2,2003,6,107
"1141",365,1,2008,11,107
"1142",365,1,2004,7,107
"1143",365,1,2003,6,107
"1144",366,2,2012,10,100
"1145",366,2,2011,9,97
"1146",366,2,2009,7,93
"1147",366,2,2004,2,102
"1148",366,2,2004,2,105
"1149",366,2,2003,1,96
"1150",367,1,2004,2,102
"1151",367,1,2004,2,105
"1152",367,1,2003,1,96
"1153",368,2,2003,1,130
"1154",369,1,2003,1,130
"1155",370,2,2015,13,93
"1156",370,2,2014,12,95
"1157",370,2,2013,11,118
"1158",370,2,2012,10,94
"1159",370,2,2010,8,97
"1160",370,2,2009,7,102
"1161",370,2,2006,4,105
"1162",374,2,2015,13,93
"1163",374,2,2015,13,102
"1164",374,2,2014,12,91
"1165",374,2,2013,11,93
"1166",374,2,2012,10,91
"1167",374,2,2011,9,93
"1168",374,2,2010,8,96
"1169",374,2,2008,6,86
"1170",374,2,2005,3,99
"1171",374,2,2004,2,117
"1172",378,2,2009,7,97
"1173",378,2,2008,6,99
"1174",378,2,2007,5,96
"1175",378,2,2005,3,96
"1176",378,2,2003,1,109
"1177",379,1,2012,10,100
"1178",379,1,2011,9,97
"1179",379,1,2009,7,93
"1180",379,1,2003,1,100
"1181",380,2,2012,10,101
"1182",380,2,2011,9,107
"1183",380,2,2008,6,110
"1184",380,2,2007,5,95
"1185",380,2,2005,3,107
"1186",380,2,2004,2,115
"1187",381,2,2007,5,96
"1188",381,2,2005,3,90
"1189",381,2,2003,1,101
"1190",382,2,2004,2,96
"1191",382,2,2003,1,107
"1192",383,1,2004,2,96
"1193",383,1,2003,1,107
"1194",384,2,2004,2,108
"1195",384,2,2003,1,100
"1196",385,2,2015,13,96
"1197",385,2,2014,12,86
"1198",385,2,2009,7,91
"1199",385,2,2008,6,93
"1200",385,2,2007,5,87
"1201",385,2,2006,4,94
"1202",385,2,2005,3,92
"1203",385,2,2004,2,90
"1204",385,2,2003,1,99
"1205",388,1,2015,15,90
"1206",388,1,2014,14,91
"1207",388,1,2012,12,95
"1208",388,1,2010,10,96
"1209",388,1,2009,9,104
"1210",388,1,2007,7,95
"1211",388,1,2006,6,100
"1212",388,1,2005,5,102
"1213",388,1,2004,4,105
"1214",388,1,2003,3,96
"1215",389,1,2014,12,86
"1216",389,1,2013,11,104
"1217",389,1,2012,10,86
"1218",389,1,2011,9,85
"1219",389,1,2010,8,95
"1220",389,1,2009,7,91
"1221",389,1,2007,5,94
"1222",389,1,2006,4,93
"1223",389,1,2004,2,83
"1224",389,1,2003,1,95
"1225",401,2,2015,12,89
"1226",401,2,2014,11,95
"1227",401,2,2012,9,94
"1228",401,2,2011,8,98
"1229",401,2,2010,7,93
"1230",401,2,2008,5,89
"1231",401,2,2007,4,87
"1232",401,2,2006,3,95
"1233",401,2,2005,2,88
"1234",401,2,2004,1,92
"1235",402,1,2015,11,75
"1236",402,1,2014,10,78
"1237",402,1,2013,9,104
"1238",402,1,2010,6,92
"1239",402,1,2009,5,87
"1240",402,1,2007,3,82
"1241",402,1,2006,2,92
"1242",402,1,2005,1,93
"1243",404,2,2010,12,89
"1244",404,2,1999,1,121
"1245",405,1,1999,1,121
"1246",407,1,2015,17,93
"1247",407,1,2014,16,101
"1248",407,1,2014,16,101
"1249",407,1,2013,15,111
"1250",407,1,2012,14,104
"1251",407,1,2011,13,107
"1252",407,1,2008,10,105
"1253",407,1,2008,10,112
"1254",407,1,2007,9,113
"1255",407,1,2006,8,107
"1256",409,2,2008,3,96
"1257",409,2,2006,1,99
"1258",410,1,2008,5,96
"1259",410,1,2006,3,99
"1260",410,1,2004,1,104
"1261",411,2,2007,4,90
"1262",411,2,2006,3,94
"1263",411,2,2005,2,90
"1264",412,1,2008,5,98
"1265",412,1,2007,4,90
"1266",412,1,2006,3,94
"1267",412,1,2005,2,90
"1268",413,2,1999,1,88
"1269",414,1,2009,11,94
"1270",414,1,1999,1,88
"1271",417,1,2015,17,86
"1272",417,1,2014,16,82
"1273",417,1,2014,16,109
"1274",417,1,2013,15,108
"1275",417,1,2012,14,85
"1276",417,1,2011,13,93
"1277",417,1,2010,12,88
"1278",417,1,2009,11,92
"1279",417,1,2007,9,78
"1280",417,1,2005,7,96
"1281",418,2,1999,1,101
"1282",419,1,1999,1,101
"1283",420,1,2010,1,89
"1284",422,1,2014,10,95
"1285",422,1,2013,9,118
"1286",422,1,2012,8,94
"1287",422,1,2010,6,97
"1288",422,1,2009,5,102
"1289",422,1,2006,2,105
"1290",423,2,2005,1,102
"1291",424,2,2009,5,96
"1292",424,2,2008,4,98
"1293",424,2,2006,2,101
"1294",425,1,2009,5,96
"1295",425,1,2008,4,98
"1296",425,1,2006,2,101
"1297",426,2,2012,8,91
"1298",426,2,2011,7,100
"1299",426,2,2010,6,89
"1300",426,2,2009,5,93
"1301",426,2,2008,4,89
"1302",426,2,2007,3,90
"1303",426,2,2006,2,102
"1304",426,2,2005,1,107
"1305",427,1,2009,5,93
"1306",427,1,2008,4,89
"1307",427,1,2007,3,90
"1308",427,1,2006,2,102
"1309",427,1,2005,1,107
"1310",428,2,2008,4,90
"1311",430,2,2005,1,90
"1312",431,1,2005,1,90
"1313",433,1,2015,11,105
"1314",433,1,2014,10,97
"1315",433,1,2013,9,117
"1316",433,1,2012,8,95
"1317",433,1,2011,7,107
"1318",433,1,2010,6,103
"1319",433,1,2009,5,98
"1320",433,1,2008,4,105
"1321",433,1,2007,3,108
"1322",436,2,2012,8,87
"1323",436,2,2011,7,97
"1324",436,2,2007,3,90
"1325",437,1,2014,10,97
"1326",437,1,2012,8,85
"1327",437,1,2011,7,85
"1328",437,1,2010,6,96
"1329",437,1,2007,3,90
"1330",438,2,2005,1,92
"1331",439,1,2007,3,86
"1332",439,1,2006,2,93
"1333",439,1,2005,1,92
"1334",440,2,2014,10,89
"1335",440,2,2012,8,113
"1336",440,2,2010,6,96
"1337",440,2,2009,5,97
"1338",440,2,2007,3,97
"1339",440,2,2005,1,114
"1340",442,2,2015,11,85
"1341",442,2,2014,10,86
"1342",442,2,2013,9,104
"1343",442,2,2012,8,86
"1344",442,2,2011,7,86
"1345",442,2,2010,6,95
"1346",442,2,2009,5,96
"1347",442,2,2007,3,90
"1348",443,1,2015,11,85
"1349",443,1,2014,10,86
"1350",443,1,2013,9,104
"1351",443,1,2012,8,86
"1352",443,1,2011,7,86
"1353",443,1,2010,6,95
"1354",443,1,2009,5,96
"1355",443,1,2007,3,90
"1356",444,2,2006,2,93
"1357",444,2,2005,1,91
"1358",445,1,2006,2,93
"1359",445,1,2005,1,91
"1360",446,2,2007,3,99
"1361",446,2,2005,1,102
"1362",447,1,2012,8,108
"1363",447,1,2010,6,96
"1364",447,1,2009,5,98
"1365",447,1,2007,3,99
"1366",447,1,2005,1,102
"1367",448,1,2010,6,96
"1368",448,1,2009,5,97
"1369",448,1,2007,3,97
"1370",448,1,2005,1,114
"1371",449,2,2015,11,96
"1372",449,2,2014,10,98
"1373",449,2,2009,5,115
"1374",449,2,2007,3,90
"1375",449,2,2006,2,97
"1376",450,1,2015,11,96
"1377",450,1,2014,10,98
"1378",450,1,2009,5,115
"1379",450,1,2007,3,90
"1380",450,1,2006,2,97
"1381",452,2,2007,3,85
"1382",453,1,2007,3,85
"1383",454,2,2010,6,98
"1384",454,2,2008,4,103
"1385",454,2,2007,3,94
"1386",455,1,2015,11,94
"1387",455,1,2014,10,89
"1388",455,1,2013,9,116
"1389",455,1,2011,7,100
"1390",455,1,2010,6,98
"1391",455,1,2008,4,103
"1392",455,1,2007,3,94
"1393",455,1,2006,2,101
"1394",458,2,2015,11,86
"1395",458,2,2014,10,82
"1396",458,2,2014,10,109
"1397",458,2,2013,9,108
"1398",458,2,2012,8,85
"1399",458,2,2011,7,93
"1400",458,2,2010,6,88
"1401",458,2,2009,5,92
"1402",458,2,2007,3,78
"1403",458,2,2006,2,105
"1404",461,2,2014,6,91
"1405",461,2,2013,5,107
"1406",461,2,2012,4,91
"1407",461,2,2012,4,108
"1408",461,2,2011,3,87
"1409",461,2,2010,2,89
"1410",461,2,2009,1,104
"1411",463,2,2014,8,81
"1412",463,2,2013,7,110
"1413",463,2,2012,6,85
"1414",463,2,2008,2,80
"1415",463,2,2007,1,76
"1416",464,1,2015,9,91
"1417",464,1,2014,8,102
"1418",464,1,2014,8,74
"1419",464,1,2013,7,98
"1420",464,1,2012,6,82
"1421",464,1,2010,4,90
"1422",464,1,2008,2,80
"1423",464,1,2007,1,76
"1424",466,1,2006,1,106
"1425",466,1,2006,1,127
"1426",468,2,2014,9,91
"1427",468,2,2013,8,114
"1428",468,2,2012,7,95
"1429",468,2,2010,5,98
"1430",468,2,2007,2,102
"1431",469,2,2015,9,102
"1432",469,2,2014,8,84
"1433",469,2,2011,5,102
"1434",469,2,2008,2,106
"1435",470,1,2006,1,116
"1436",471,2,2012,6,90
"1437",471,2,2010,4,96
"1438",471,2,2009,3,96
"1439",472,1,2015,9,81
"1440",472,1,2014,8,89
"1441",472,1,2012,6,90
"1442",472,1,2010,4,96
"1443",472,1,2009,3,96
"1444",473,2,2015,9,97
"1445",473,2,2014,8,92
"1446",473,2,2012,6,96
"1447",473,2,2011,5,100
"1448",473,2,2009,3,92
"1449",478,2,2015,9,94
"1450",478,2,2014,8,85
"1451",478,2,2014,8,104
"1452",478,2,2013,7,100
"1453",478,2,2012,6,88
"1454",478,2,2011,5,95
"1455",478,2,2010,4,95
"1456",478,2,2009,3,95
"1457",478,2,2008,2,103
"1458",478,2,2007,1,95
"1459",479,1,2015,9,94
"1460",479,1,2014,8,85
"1461",479,1,2014,8,104
"1462",479,1,2013,7,100
"1463",479,1,2012,6,88
"1464",479,1,2011,5,95
"1465",479,1,2010,4,95
"1466",479,1,2009,3,95
"1467",479,1,2008,2,103
"1468",479,1,2007,1,95
"1469",483,2,2015,9,86
"1470",483,2,2014,8,86
"1471",483,2,2013,7,110
"1472",483,2,2012,6,91
"1473",483,2,2010,4,100
"1474",483,2,2009,3,96
"1475",483,2,2007,1,87
"1476",484,1,2015,9,86
"1477",484,1,2014,8,86
"1478",484,1,2013,7,110
"1479",484,1,2012,6,91
"1480",484,1,2010,4,100
"1481",484,1,2009,3,96
"1482",484,1,2007,1,87
"1483",485,2,2012,6,92
"1484",485,2,2011,5,92
"1485",485,2,2010,4,100
"1486",485,2,2009,3,99
"1487",486,1,2014,8,93
"1488",486,1,2013,7,118
"1489",486,1,2012,6,97
"1490",486,1,2010,4,93
"1491",487,2,2011,5,89
"1492",487,2,2010,4,91
"1493",489,2,2015,9,93
"1494",489,2,2014,8,95
"1495",489,2,2013,7,105
"1496",489,2,2011,5,99
"1497",489,2,2010,4,107
"1498",489,2,2008,2,104
"1499",490,1,2008,2,104
"1500",491,1,2014,8,81
"1501",491,1,2013,7,110
"1502",491,1,2012,6,85
"1503",491,1,2007,1,96
"1504",492,2,2009,3,97
"1505",492,2,2008,2,96
"1506",492,2,2007,1,93
"1507",493,1,2007,1,95
"1508",494,2,2013,6,110
"1509",494,2,2011,4,101
"1510",494,2,2010,3,102
"1511",496,1,2014,8,89
"1512",496,1,2013,7,104
"1513",496,1,2011,5,94
"1514",496,1,2008,2,91
"1515",497,1,2011,5,93
"1516",497,1,2010,4,96
"1517",497,1,2007,1,93
"1518",499,1,2012,6,85
"1519",500,2,2015,9,96
"1520",500,2,2014,8,89
"1521",500,2,2014,8,111
"1522",500,2,2013,7,104
"1523",500,2,2012,6,90
"1524",500,2,2011,5,89
"1525",500,2,2010,4,89
"1526",501,1,2015,9,96
"1527",501,1,2014,8,89
"1528",501,1,2014,8,111
"1529",501,1,2013,7,104
"1530",501,1,2012,6,90
"1531",501,1,2011,5,89
"1532",501,1,2010,4,89
"1533",502,1,2009,3,97
"1534",502,1,2008,2,99
"1535",502,1,2007,1,109
"1536",503,2,2015,7,95
"1537",503,2,2012,4,108
"1538",503,2,2010,2,96
"1539",503,2,2009,1,98
"1540",504,1,2008,1,90
"1541",507,2,2015,9,99
"1542",507,2,2014,8,99
"1543",507,2,2012,6,109
"1544",507,2,2011,5,113
"1545",507,2,2010,4,111
"1546",507,2,2009,3,112
"1547",508,1,2014,8,95
"1548",508,1,2012,6,101
"1549",508,1,2011,5,97
"1550",508,1,2009,3,102
"1551",509,1,2014,8,89
"1552",509,1,2012,6,113
"1553",510,2,2014,8,88
"1554",510,2,2013,7,111
"1555",510,2,2012,6,85
"1556",511,2,2010,4,92
"1557",511,2,2009,3,87
"1558",511,2,2007,1,82
"1559",513,1,2014,8,88
"1560",513,1,2013,7,111
"1561",513,1,2012,6,85
"1562",514,2,2014,7,91
"1563",514,2,2012,5,87
"1564",514,2,2011,4,88
"1565",514,2,2010,3,91
"1566",514,2,2009,2,92
"1567",515,1,2012,5,93
"1568",515,1,2011,4,97
"1569",518,2,2010,3,104
"1570",518,2,2008,1,98
"1571",519,2,2014,7,88
"1572",519,2,2013,6,100
"1573",519,2,2012,5,90
"1574",519,2,2011,4,93
"1575",519,2,2010,3,93
"1576",519,2,2009,2,101
"1577",519,2,2008,1,105
"1578",520,1,2008,1,86
"1579",521,2,2008,1,99
"1580",522,1,2012,5,101
"1581",522,1,2011,4,107
"1582",522,1,2008,1,110
"1583",525,2,2015,8,102
"1584",525,2,2014,7,89
"1585",525,2,2013,6,104
"1586",525,2,2011,4,94
"1587",525,2,2009,2,95
"1588",526,1,2015,8,102
"1589",526,1,2011,4,111
"1590",526,1,2009,2,95
"1591",530,2,2009,2,91
"1592",533,1,2011,3,102
"1593",534,2,2015,11,96
"1594",534,2,2005,1,87
"1595",535,1,2015,11,96
"1596",535,1,2005,1,87
"1597",536,2,2015,8,100
"1598",536,2,2014,7,84
"1599",536,2,2011,4,102
"1600",536,2,2010,3,100
"1601",536,2,2009,2,99
"1602",536,2,2008,1,115
"1603",537,1,2015,8,92
"1604",537,1,2014,7,89
"1605",537,1,2013,6,110
"1606",537,1,2011,4,101
"1607",537,1,2010,3,102
"1608",537,1,2008,1,115
"1609",540,1,2009,2,97
"1610",540,1,2008,1,99
"1611",541,1,2015,8,86
"1612",541,1,2014,7,82
"1613",541,1,2013,6,102
"1614",541,1,2012,5,85
"1615",541,1,2011,4,87
"1616",541,1,2010,3,95
"1617",541,1,2008,1,120
"1618",542,2,2015,7,85
"1619",542,2,2014,6,82
"1620",542,2,2012,4,96
"1621",542,2,2011,3,95
"1622",542,2,2010,2,94
"1623",542,2,2009,1,93
"1624",543,1,2015,7,94
"1625",543,1,2014,6,85
"1626",543,1,2013,5,105
"1627",543,1,2012,4,92
"1628",543,1,2011,3,98
"1629",544,1,2015,7,97
"1630",544,1,2014,6,92
"1631",544,1,2012,4,96
"1632",544,1,2011,3,100
"1633",544,1,2009,1,92
"1634",549,1,2014,6,91
"1635",549,1,2012,4,87
"1636",549,1,2011,3,88
"1637",549,1,2010,2,91
"1638",549,1,2009,1,92
"1639",550,2,2015,7,102
"1640",550,2,2014,6,89
"1641",550,2,2012,4,87
"1642",550,2,2011,3,98
"1643",551,1,2012,4,87
"1644",551,1,2011,3,98
"1645",554,2,2012,4,118
"1646",555,1,2012,4,84
"1647",555,1,2011,3,92
"1648",556,2,2012,4,103
"1649",557,1,2012,4,103
"1650",558,1,2012,4,89
"1651",558,1,2010,2,104
"1652",559,2,2015,7,90
"1653",559,2,2014,6,88
"1654",559,2,2012,4,89
"1655",559,2,2011,3,90
"1656",559,2,2009,1,98
"1657",560,2,2014,6,84
"1658",560,2,2013,5,107
"1659",560,2,2012,4,97
"1660",560,2,2011,3,96
"1661",560,2,2010,2,98
"1662",561,1,2014,6,84
"1663",561,1,2013,5,107
"1664",561,1,2012,4,97
"1665",561,1,2011,3,96
"1666",561,1,2010,2,98
"1667",562,2,2015,7,92
"1668",562,2,2014,6,89
"1669",562,2,2012,4,99
"1670",563,1,2015,7,106
"1671",563,1,2014,6,87
"1672",563,1,2012,4,91
"1673",563,1,2011,3,100
"1674",563,1,2010,2,89
"1675",564,2,2014,6,89
"1676",564,2,2011,3,87
"1677",564,2,2010,2,92
"1678",565,1,2011,3,87
"1679",565,1,2010,2,92
"1680",570,2,2015,7,104
"1681",570,2,2012,4,83
"1682",571,1,2012,4,83
"1683",572,1,2015,7,99
"1684",572,1,2014,6,99
"1685",572,1,2012,4,109
"1686",572,1,2011,3,113
"1687",572,1,2010,2,111
"1688",572,1,2009,1,112
"1689",573,2,2014,6,95
"1690",573,2,2013,5,105
"1691",573,2,2012,4,95
"1692",573,2,2011,3,100
"1693",573,2,2010,2,98
"1694",575,1,2014,5,91
"1695",575,1,2013,4,107
"1696",575,1,2012,3,91
"1697",575,1,2012,3,108
"1698",575,1,2011,2,87
"1699",575,1,2010,1,89
"1700",576,2,2015,6,109
"1701",576,2,2015,6,90
"1702",576,2,2014,5,90
"1703",576,2,2013,4,102
"1704",577,1,2015,6,109
"1705",577,1,2015,6,90
"1706",577,1,2014,5,90
"1707",577,1,2013,4,102
"1708",580,2,2015,6,94
"1709",580,2,2010,1,95
"1710",581,1,2015,6,94
"1711",581,1,2010,1,95
"1712",582,1,2010,1,107
"1713",585,1,2010,1,114
"1714",586,1,2012,3,99
"1715",587,1,2015,6,100
"1716",587,1,2014,5,84
"1717",588,1,2010,2,100
"1718",588,1,2009,1,99
"1719",589,1,2010,1,91
"1720",590,1,2015,6,90
"1721",590,1,2014,5,94
"1722",590,1,2012,3,87
"1723",590,1,2011,2,97
"1724",591,2,2015,6,96
"1725",591,2,2014,5,88
"1726",591,2,2010,1,96
"1727",592,1,2015,6,96
"1728",592,1,2014,5,88
"1729",592,1,2010,1,96
"1730",593,1,2011,2,89
"1731",593,1,2010,1,91
"1732",594,2,2010,1,95
"1733",595,1,2010,1,95
"1734",597,2,2014,5,86
"1735",597,2,2013,4,104
"1736",597,2,2012,3,86
"1737",597,2,2011,2,85
"1738",597,2,2010,1,95
"1739",598,2,2011,2,89
"1740",598,2,2010,1,98
"1741",599,1,2011,2,89
"1742",599,1,2010,1,98
"1743",602,2,2015,5,94
"1744",602,2,2014,4,89
"1745",602,2,2013,3,116
"1746",602,2,2011,1,100
"1747",604,2,2012,2,92
"1748",605,1,2012,2,92
"1749",606,2,2015,4,105
"1750",606,2,2014,3,97
"1751",606,2,2013,2,117
"1752",606,2,2012,1,95
"1753",608,2,2014,4,93
"1754",608,2,2013,3,118
"1755",608,2,2012,2,97
"1756",610,1,2012,2,91
"1757",612,2,2015,5,92
"1758",612,2,2012,2,83
"1759",612,2,2011,1,104
"1760",613,1,2015,5,92
"1761",613,1,2012,2,83
"1762",613,1,2011,1,104
"1763",614,2,2012,1,85
"1764",615,1,2013,3,105
"1765",615,1,2011,1,99
"1766",616,1,2012,1,118
"1767",617,1,2011,1,102
"1768",618,2,2015,4,95
"1769",618,2,2014,3,92
"1770",618,2,2012,1,104
"1771",619,1,2015,4,95
"1772",619,1,2014,3,92
"1773",619,1,2012,1,104
"1774",622,1,2015,4,89
"1775",622,1,2014,3,83
"1776",622,1,2013,2,103
"1777",623,1,2015,3,93
"1778",623,1,2015,3,102
"1779",623,1,2014,2,91
"1780",623,1,2013,1,93
"1781",624,2,2015,4,75
"1782",624,2,2014,3,78
"1783",624,2,2013,2,104
"1784",625,2,2014,2,94
"1785",627,1,2015,4,102
"1786",627,1,2014,3,84
"1787",628,2,2012,2,89
"1788",629,1,2015,3,98
"1789",629,1,2014,2,90
"1790",629,1,2013,1,124
"1791",630,2,2015,3,93
"1792",630,2,2014,2,99
"1793",631,2,2015,3,106
"1794",631,2,2014,2,87
"1795",632,2,2015,3,89
"1796",632,2,2014,2,86
"1797",633,1,2015,3,89
"1798",633,1,2014,2,86
"1799",635,2,2015,3,101
"1800",639,2,2014,2,94
"1801",640,1,2015,1,104
"1802",641,2,2014,3,83
"1803",641,2,2012,1,89
"1804",642,2,2014,3,87
"1805",643,1,2014,3,87
"1806",644,2,2014,2,91
"1807",645,1,2014,2,91
"1808",646,1,2015,2,96
"1809",646,1,2014,1,86
"1810",647,1,2014,1,89
"1811",648,1,2015,2,85
"1812",648,1,2014,1,82
"1813",649,2,2015,2,81
"1814",649,2,2014,1,89
"1815",650,2,2015,2,101
"1816",651,1,2015,2,101
"1817",652,2,2015,2,85
"1818",653,1,2015,2,85
"1819",654,1,2015,2,93
"1820",654,1,2014,1,95
"1821",655,2,2015,2,93
"1822",655,2,2014,1,101
"1823",656,2,2014,1,95
"1824",657,1,2015,3,99
"1825",657,1,2014,2,84
"1826",660,2,2014,1,86
"1827",661,1,2014,1,86
"1828",662,2,2014,1,86
"1829",663,1,2014,1,86
"1830",665,1,2015,2,95
"1831",666,2,2015,1,96
"1832",672,2,2015,1,90
"1833",674,1,2015,1,101
"1834",675,2,2015,1,89
"1835",676,1,2015,1,98
"1836",678,1,2015,1,93
