"","ID_Buzzard","sex","year","min_age","laying_date","max_age","age","Hellmann_winter","NAO_winter","voleMarch","Hellmann_cat","NAO_cat","btw_ind_avg_age","wth_ind_age_cen"
"239",83,1,2006,11,98,13,"old",31.5,-0.25,0,"Low","Negative",10.5,0.5
"240",83,1,2005,10,90,13,"old",32.4,0.31,32,"Low","Positive",10.5,-0.5
"241",83,1,2004,9,105,13,"old",16.3,0.42,9,"Low","Positive",10.5,-1.5
"242",83,1,2003,8,95,13,"old",80.1,0,0,"Medium","Positive",10.5,-2.5
"243",86,2,2003,8,97,8,"old",80.1,0,0,"Medium","Positive",8,0
"244",87,1,2009,14,97,14,"old",56.5,0,0,"Medium","Positive",11.75,2.25
"245",87,1,2008,13,96,14,"old",20.3,0.52,18,"Low","Positive",11.75,1.25
"246",87,1,2007,12,93,14,"old",4.8,0.59,36,"Low","Positive",11.75,0.25
"247",87,1,2003,8,97,14,"old",80.1,0,0,"Medium","Positive",11.75,-3.75
"248",88,2,1997,2,92,2,"young",131.6,0.14,10,"High","Positive",2,0
"249",89,1,1997,2,92,2,"young",131.6,0.14,10,"High","Positive",2,0
"250",92,2,1996,1,188,1,"young",150.5,-0.7,7,"High","Negative",1,0
"251",93,1,1996,1,188,1,"young",150.5,-0.7,7,"High","Negative",1,0
"252",96,2,2001,6,95,6,"young",27.7,-0.41,12,"Low","Negative",3.6,2.4
"253",96,2,2000,5,96,6,"young",3.6,1.07,10,"Low","Positive",3.6,1.4
"254",96,2,1999,4,91,6,"young",47.7,0.38,37,"Low","Positive",3.6,0.4
"255",96,2,1997,2,93,6,"young",131.6,0.14,10,"High","Positive",3.6,-1.6
"256",96,2,1996,1,91,6,"young",150.5,-0.7,7,"High","Negative",3.6,-2.6
"257",97,1,2007,12,99,12,"old",4.8,0.59,36,"Low","Positive",9.75,2.25
"258",97,1,2005,10,92,12,"old",32.4,0.31,32,"Low","Positive",9.75,0.25
"259",97,1,2004,9,105,12,"old",16.3,0.42,9,"Low","Positive",9.75,-0.75
"260",97,1,2003,8,94,12,"old",80.1,0,0,"Medium","Positive",9.75,-1.75
"261",98,2,2012,17,93,17,"old",88.4,1.35,22,"Medium","Positive",11.8888888888889,5.11111111111111
"262",98,2,2011,16,97,17,"old",80.6,-0.61,0,"Medium","Negative",11.8888888888889,4.11111111111111
"263",98,2,2009,14,94,17,"old",56.5,0,0,"Medium","Positive",11.8888888888889,2.11111111111111
"264",98,2,2007,12,93,17,"old",4.8,0.59,36,"Low","Positive",11.8888888888889,0.111111111111111
"265",98,2,2006,11,108,17,"old",31.5,-0.25,0,"Low","Negative",11.8888888888889,-0.888888888888889
"266",98,2,2005,10,102,17,"old",32.4,0.31,32,"Low","Positive",11.8888888888889,-1.88888888888889
"267",98,2,2005,10,126,17,"old",32.4,0.31,32,"Low","Positive",11.8888888888889,-1.88888888888889
"268",98,2,2004,9,103,17,"old",16.3,0.42,9,"Low","Positive",11.8888888888889,-2.88888888888889
"269",98,2,2003,8,99,17,"old",80.1,0,0,"Medium","Positive",11.8888888888889,-3.88888888888889
"270",99,1,2006,11,108,11,"old",31.5,-0.25,0,"Low","Negative",9.6,1.4
"271",99,1,2005,10,102,11,"old",32.4,0.31,32,"Low","Positive",9.6,0.4
"272",99,1,2005,10,126,11,"old",32.4,0.31,32,"Low","Positive",9.6,0.4
"273",99,1,2004,9,103,11,"old",16.3,0.42,9,"Low","Positive",9.6,-0.6
"274",99,1,2003,8,99,11,"old",80.1,0,0,"Medium","Positive",9.6,-1.6
"275",100,2,1998,1,93,1,"young",19.3,-0.14,0,"Low","Negative",1,0
"276",101,1,1999,4,89,4,"young",47.7,0.38,37,"Low","Positive",2.66666666666667,1.33333333333333
"277",101,1,1998,3,93,4,"young",19.3,-0.14,0,"Low","Negative",2.66666666666667,0.333333333333333
"278",101,1,1996,1,91,4,"young",150.5,-0.7,7,"High","Negative",2.66666666666667,-1.66666666666667
"279",104,2,2015,17,91,17,"old",7.8,1.42,38,"Low","Positive",13.3333333333333,3.66666666666667
"280",104,2,2014,16,102,17,"old",0,0.86,21,"Low","Positive",13.3333333333333,2.66666666666667
"281",104,2,2014,16,74,17,"old",0,0.86,21,"Low","Positive",13.3333333333333,2.66666666666667
"282",104,2,2013,15,98,17,"old",73.2,-0.42,1,"Medium","Negative",13.3333333333333,1.66666666666667
"283",104,2,2012,14,82,17,"old",88.4,1.35,22,"Medium","Positive",13.3333333333333,0.666666666666666
"284",104,2,2010,12,90,17,"old",94.7,-1.18,28,"Medium","Negative",13.3333333333333,-1.33333333333333
"285",104,2,2009,11,98,17,"old",56.5,0,0,"Medium","Positive",13.3333333333333,-2.33333333333333
"286",104,2,2008,10,96,17,"old",20.3,0.52,18,"Low","Positive",13.3333333333333,-3.33333333333333
"287",104,2,2007,9,91,17,"old",4.8,0.59,36,"Low","Positive",13.3333333333333,-4.33333333333333
"288",105,1,2015,17,99,17,"old",7.8,1.42,38,"Low","Positive",13.6666666666667,3.33333333333333
"289",105,1,2014,16,92,17,"old",0,0.86,21,"Low","Positive",13.6666666666667,2.33333333333333
"290",105,1,2012,14,103,17,"old",88.4,1.35,22,"Medium","Positive",13.6666666666667,0.333333333333334
"291",105,1,2011,13,104,17,"old",80.6,-0.61,0,"Medium","Negative",13.6666666666667,-0.666666666666666
"292",105,1,2010,12,96,17,"old",94.7,-1.18,28,"Medium","Negative",13.6666666666667,-1.66666666666667
"293",105,1,2008,10,106,17,"old",20.3,0.52,18,"Low","Positive",13.6666666666667,-3.66666666666667
"294",106,2,2000,5,110,5,"young",3.6,1.07,10,"Low","Positive",3,2
"295",106,2,1999,4,103,5,"young",47.7,0.38,37,"Low","Positive",3,1
"296",106,2,1998,3,101,5,"young",19.3,-0.14,0,"Low","Negative",3,0
"297",106,2,1997,2,104,5,"young",131.6,0.14,10,"High","Positive",3,-1
"298",106,2,1996,1,96,5,"young",150.5,-0.7,7,"High","Negative",3,-2
"299",107,1,2005,10,101,10,"old",32.4,0.31,32,"Low","Positive",9,1
"300",107,1,2004,9,108,10,"old",16.3,0.42,9,"Low","Positive",9,0
"301",107,1,2003,8,100,10,"old",80.1,0,0,"Medium","Positive",9,-1
"302",110,2,2001,6,91,6,"young",27.7,-0.41,12,"Low","Negative",5,1
"303",110,2,2000,5,104,6,"young",3.6,1.07,10,"Low","Positive",5,0
"304",110,2,1999,4,97,6,"young",47.7,0.38,37,"Low","Positive",5,-1
"305",111,1,2009,12,104,12,"old",56.5,0,0,"Medium","Positive",10,2
"306",111,1,2008,11,108,12,"old",20.3,0.52,18,"Low","Positive",10,1
"307",111,1,2007,10,104,12,"old",4.8,0.59,36,"Low","Positive",10,0
"308",111,1,2006,9,108,12,"old",31.5,-0.25,0,"Low","Negative",10,-1
"309",111,1,2005,8,105,12,"old",32.4,0.31,32,"Low","Positive",10,-2
"310",112,2,2000,5,93,5,"young",3.6,1.07,10,"Low","Positive",2.75,2.25
"311",112,2,1998,3,104,5,"young",19.3,-0.14,0,"Low","Negative",2.75,0.25
"312",112,2,1997,2,110,5,"young",131.6,0.14,10,"High","Positive",2.75,-0.75
"313",112,2,1996,1,103,5,"young",150.5,-0.7,7,"High","Negative",2.75,-1.75
"314",113,1,2004,9,108,9,"old",16.3,0.42,9,"Low","Positive",8.5,0.5
"315",113,1,2003,8,111,9,"old",80.1,0,0,"Medium","Positive",8.5,-0.5
"316",114,2,1999,4,95,4,"young",47.7,0.38,37,"Low","Positive",2.5,1.5
"317",114,2,1998,3,111,4,"young",19.3,-0.14,0,"Low","Negative",2.5,0.5
"318",114,2,1997,2,111,4,"young",131.6,0.14,10,"High","Positive",2.5,-0.5
"319",114,2,1996,1,95,4,"young",150.5,-0.7,7,"High","Negative",2.5,-1.5
"320",115,1,2005,10,98,10,"old",32.4,0.31,32,"Low","Positive",9,1
"321",115,1,2003,8,94,10,"old",80.1,0,0,"Medium","Positive",9,-1
"322",116,2,2003,5,94,5,"young",80.1,0,0,"Medium","Positive",2.4,2.6
"323",116,2,2001,3,101,5,"young",27.7,-0.41,12,"Low","Negative",2.4,0.6
"324",116,2,2000,2,118,5,"young",3.6,1.07,10,"Low","Positive",2.4,-0.4
"325",116,2,1999,1,95,5,"young",47.7,0.38,37,"Low","Positive",2.4,-1.4
"326",116,2,1999,1,95,5,"young",47.7,0.38,37,"Low","Positive",2.4,-1.4
"327",117,1,1999,1,95,1,"young",47.7,0.38,37,"Low","Positive",1,0
"328",118,2,2001,2,106,2,"young",27.7,-0.41,12,"Low","Negative",1.5,0.5
"329",118,2,2000,1,110,2,"young",3.6,1.07,10,"Low","Positive",1.5,-0.5
"330",122,2,2011,16,107,16,"old",80.6,-0.61,0,"Medium","Negative",12.375,3.625
"331",122,2,2010,15,103,16,"old",94.7,-1.18,28,"Medium","Negative",12.375,2.625
"332",122,2,2009,14,98,16,"old",56.5,0,0,"Medium","Positive",12.375,1.625
"333",122,2,2008,13,105,16,"old",20.3,0.52,18,"Low","Positive",12.375,0.625
"334",122,2,2007,12,108,16,"old",4.8,0.59,36,"Low","Positive",12.375,-0.375
"335",122,2,2006,11,116,16,"old",31.5,-0.25,0,"Low","Negative",12.375,-1.375
"336",122,2,2005,10,98,16,"old",32.4,0.31,32,"Low","Positive",12.375,-2.375
"337",122,2,2003,8,94,16,"old",80.1,0,0,"Medium","Positive",12.375,-4.375
"338",126,2,2015,17,79,17,"old",7.8,1.42,38,"Low","Positive",12.5,4.5
"339",126,2,2014,16,80,17,"old",0,0.86,21,"Low","Positive",12.5,3.5
"340",126,2,2013,15,90,17,"old",73.2,-0.42,1,"Medium","Negative",12.5,2.5
"341",126,2,2012,14,85,17,"old",88.4,1.35,22,"Medium","Positive",12.5,1.5
"342",126,2,2011,13,86,17,"old",80.6,-0.61,0,"Medium","Negative",12.5,0.5
"343",126,2,2010,12,86,17,"old",94.7,-1.18,28,"Medium","Negative",12.5,-0.5
"344",126,2,2009,11,86,17,"old",56.5,0,0,"Medium","Positive",12.5,-1.5
"345",126,2,2008,10,84,17,"old",20.3,0.52,18,"Low","Positive",12.5,-2.5
"346",126,2,2007,9,85,17,"old",4.8,0.59,36,"Low","Positive",12.5,-3.5
"347",126,2,2006,8,92,17,"old",31.5,-0.25,0,"Low","Negative",12.5,-4.5
"348",127,1,2015,17,79,17,"old",7.8,1.42,38,"Low","Positive",12.5,4.5
"349",127,1,2014,16,80,17,"old",0,0.86,21,"Low","Positive",12.5,3.5
"350",127,1,2013,15,90,17,"old",73.2,-0.42,1,"Medium","Negative",12.5,2.5
"351",127,1,2012,14,85,17,"old",88.4,1.35,22,"Medium","Positive",12.5,1.5
"352",127,1,2011,13,86,17,"old",80.6,-0.61,0,"Medium","Negative",12.5,0.5
"353",127,1,2010,12,86,17,"old",94.7,-1.18,28,"Medium","Negative",12.5,-0.5
"354",127,1,2009,11,86,17,"old",56.5,0,0,"Medium","Positive",12.5,-1.5
"355",127,1,2008,10,84,17,"old",20.3,0.52,18,"Low","Positive",12.5,-2.5
"356",127,1,2007,9,85,17,"old",4.8,0.59,36,"Low","Positive",12.5,-3.5
"357",127,1,2006,8,92,17,"old",31.5,-0.25,0,"Low","Negative",12.5,-4.5
"358",128,2,2010,15,93,15,"old",94.7,-1.18,28,"Medium","Negative",11.25,3.75
"359",128,2,2006,11,104,15,"old",31.5,-0.25,0,"Low","Negative",11.25,-0.25
"360",128,2,2005,10,100,15,"old",32.4,0.31,32,"Low","Positive",11.25,-1.25
"361",128,2,2004,9,98,15,"old",16.3,0.42,9,"Low","Positive",11.25,-2.25
"362",129,1,2001,6,101,6,"young",27.7,-0.41,12,"Low","Negative",3.5,2.5
"363",129,1,2000,5,94,6,"young",3.6,1.07,10,"Low","Positive",3.5,1.5
"364",129,1,1999,4,99,6,"young",47.7,0.38,37,"Low","Positive",3.5,0.5
"365",129,1,1998,3,109,6,"young",19.3,-0.14,0,"Low","Negative",3.5,-0.5
"366",129,1,1997,2,95,6,"young",131.6,0.14,10,"High","Positive",3.5,-1.5
"367",129,1,1996,1,92,6,"young",150.5,-0.7,7,"High","Negative",3.5,-2.5
"368",130,2,2007,12,99,12,"old",4.8,0.59,36,"Low","Positive",9.4,2.6
"369",130,2,2005,10,104,12,"old",32.4,0.31,32,"Low","Positive",9.4,0.6
"370",130,2,2004,9,99,12,"old",16.3,0.42,9,"Low","Positive",9.4,-0.4
"371",130,2,2003,8,106,12,"old",80.1,0,0,"Medium","Positive",9.4,-1.4
"372",130,2,2003,8,123,12,"old",80.1,0,0,"Medium","Positive",9.4,-1.4
"373",131,1,1998,3,109,3,"young",19.3,-0.14,0,"Low","Negative",2,1
"374",131,1,1997,2,98,3,"young",131.6,0.14,10,"High","Positive",2,0
"375",131,1,1996,1,95,3,"young",150.5,-0.7,7,"High","Negative",2,-1
"376",137,1,2015,15,96,15,"old",7.8,1.42,38,"Low","Positive",12.5,2.5
"377",137,1,2014,14,97,15,"old",0,0.86,21,"Low","Positive",12.5,1.5
"378",137,1,2013,13,106,15,"old",73.2,-0.42,1,"Medium","Negative",12.5,0.5
"379",137,1,2012,12,100,15,"old",88.4,1.35,22,"Medium","Positive",12.5,-0.5
"380",137,1,2011,11,105,15,"old",80.6,-0.61,0,"Medium","Negative",12.5,-1.5
"381",137,1,2010,10,97,15,"old",94.7,-1.18,28,"Medium","Negative",12.5,-2.5
"382",140,2,2000,4,87,4,"young",3.6,1.07,10,"Low","Positive",2.5,1.5
"383",140,2,1997,1,93,4,"young",131.6,0.14,10,"High","Positive",2.5,-1.5
"384",141,1,2000,4,87,4,"young",3.6,1.07,10,"Low","Positive",2.5,1.5
"385",141,1,1997,1,93,4,"young",131.6,0.14,10,"High","Positive",2.5,-1.5
"386",143,2,1999,1,91,1,"young",47.7,0.38,37,"Low","Positive",1,0
"387",144,1,1999,1,91,1,"young",47.7,0.38,37,"Low","Positive",1,0
"388",145,2,2001,5,96,5,"young",27.7,-0.41,12,"Low","Negative",3,2
"389",145,2,2000,4,108,5,"young",3.6,1.07,10,"Low","Positive",3,1
"390",145,2,1999,3,103,5,"young",47.7,0.38,37,"Low","Positive",3,0
"391",145,2,1998,2,138,5,"young",19.3,-0.14,0,"Low","Negative",3,-1
"392",145,2,1997,1,106,5,"young",131.6,0.14,10,"High","Positive",3,-2
"393",147,2,2011,15,89,15,"old",80.6,-0.61,0,"Medium","Negative",15,0
"394",148,1,2015,19,89,19,"old",7.8,1.42,38,"Low","Positive",17,2
"395",148,1,2014,18,83,19,"old",0,0.86,21,"Low","Positive",17,1
"396",148,1,2012,16,89,19,"old",88.4,1.35,22,"Medium","Positive",17,-1
"397",148,1,2011,15,89,19,"old",80.6,-0.61,0,"Medium","Negative",17,-2
"398",149,2,2001,4,100,4,"young",27.7,-0.41,12,"Low","Negative",3,1
"399",149,2,2000,3,98,4,"young",3.6,1.07,10,"Low","Positive",3,0
"400",149,2,1999,2,116,4,"young",47.7,0.38,37,"Low","Positive",3,-1
"401",150,1,2001,4,100,4,"young",27.7,-0.41,12,"Low","Negative",3,1
"402",150,1,2000,3,98,4,"young",3.6,1.07,10,"Low","Positive",3,0
"403",150,1,1999,2,116,4,"young",47.7,0.38,37,"Low","Positive",3,-1
"404",155,2,2001,2,89,2,"young",27.7,-0.41,12,"Low","Negative",2,0
"405",156,1,2001,6,89,6,"young",27.7,-0.41,12,"Low","Negative",4,2
"406",156,1,1997,2,97,6,"young",131.6,0.14,10,"High","Positive",4,-2
"407",157,2,2000,5,103,5,"young",3.6,1.07,10,"Low","Positive",3.33333333333333,1.66666666666667
"408",157,2,1998,3,100,5,"young",19.3,-0.14,0,"Low","Negative",3.33333333333333,-0.333333333333333
"409",157,2,1997,2,97,5,"young",131.6,0.14,10,"High","Positive",3.33333333333333,-1.33333333333333
"410",158,1,2001,4,99,4,"young",27.7,-0.41,12,"Low","Negative",2.66666666666667,1.33333333333333
"411",158,1,2000,3,103,4,"young",3.6,1.07,10,"Low","Positive",2.66666666666667,0.333333333333333
"412",158,1,1998,1,100,4,"young",19.3,-0.14,0,"Low","Negative",2.66666666666667,-1.66666666666667
"413",159,2,2007,12,94,12,"old",4.8,0.59,36,"Low","Positive",10,2
"414",159,2,2006,11,93,12,"old",31.5,-0.25,0,"Low","Negative",10,1
"415",159,2,2004,9,83,12,"old",16.3,0.42,9,"Low","Positive",10,-1
"416",159,2,2003,8,95,12,"old",80.1,0,0,"Medium","Positive",10,-2
"417",160,1,2001,6,89,6,"young",27.7,-0.41,12,"Low","Negative",3.5,2.5
"418",160,1,2000,5,98,6,"young",3.6,1.07,10,"Low","Positive",3.5,1.5
"419",160,1,1999,4,88,6,"young",47.7,0.38,37,"Low","Positive",3.5,0.5
"420",160,1,1998,3,107,6,"young",19.3,-0.14,0,"Low","Negative",3.5,-0.5
"421",160,1,1997,2,107,6,"young",131.6,0.14,10,"High","Positive",3.5,-1.5
"422",160,1,1996,1,93,6,"young",150.5,-0.7,7,"High","Negative",3.5,-2.5
"423",161,2,2014,9,97,9,"old",0,0.86,21,"Low","Positive",9,0
"424",163,2,1996,1,97,1,"young",150.5,-0.7,7,"High","Negative",1,0
"425",164,1,1996,1,97,1,"young",150.5,-0.7,7,"High","Negative",1,0
"426",165,2,2015,20,89,20,"old",7.8,1.42,38,"Low","Positive",15.6666666666667,4.33333333333333
"427",165,2,2014,19,83,20,"old",0,0.86,21,"Low","Positive",15.6666666666667,3.33333333333333
"428",165,2,2013,18,103,20,"old",73.2,-0.42,1,"Medium","Negative",15.6666666666667,2.33333333333333
"429",165,2,2011,16,101,20,"old",80.6,-0.61,0,"Medium","Negative",15.6666666666667,0.333333333333334
"430",165,2,2006,11,105,20,"old",31.5,-0.25,0,"Low","Negative",15.6666666666667,-4.66666666666667
"431",165,2,2005,10,92,20,"old",32.4,0.31,32,"Low","Positive",15.6666666666667,-5.66666666666667
"432",166,1,2000,5,108,5,"young",3.6,1.07,10,"Low","Positive",4,1
"433",166,1,1999,4,101,5,"young",47.7,0.38,37,"Low","Positive",4,0
"434",166,1,1998,3,120,5,"young",19.3,-0.14,0,"Low","Negative",4,-1
"435",167,2,2006,11,92,11,"old",31.5,-0.25,0,"Low","Negative",10.5,0.5
"436",167,2,2005,10,93,11,"old",32.4,0.31,32,"Low","Positive",10.5,-0.5
"437",168,1,2000,3,108,3,"young",3.6,1.07,10,"Low","Positive",2.5,0.5
"438",168,1,1999,2,98,3,"young",47.7,0.38,37,"Low","Positive",2.5,-0.5
"439",173,2,2004,9,111,9,"old",16.3,0.42,9,"Low","Positive",8.5,0.5
"440",173,2,2003,8,101,9,"old",80.1,0,0,"Medium","Positive",8.5,-0.5
"441",174,1,2004,9,111,9,"old",16.3,0.42,9,"Low","Positive",8.5,0.5
"442",174,1,2003,8,101,9,"old",80.1,0,0,"Medium","Positive",8.5,-0.5
"443",175,2,2005,10,101,10,"old",32.4,0.31,32,"Low","Positive",9,1
"444",175,2,2004,9,99,10,"old",16.3,0.42,9,"Low","Positive",9,0
"445",175,2,2003,8,102,10,"old",80.1,0,0,"Medium","Positive",9,-1
"446",176,1,2001,6,102,6,"young",27.7,-0.41,12,"Low","Negative",4,2
"447",176,1,1999,4,97,6,"young",47.7,0.38,37,"Low","Positive",4,0
"448",176,1,1997,2,111,6,"young",131.6,0.14,10,"High","Positive",4,-2
"449",178,2,1998,3,111,3,"young",19.3,-0.14,0,"Low","Negative",2,1
"450",178,2,1996,1,91,3,"young",150.5,-0.7,7,"High","Negative",2,-1
"451",179,1,1998,3,111,3,"young",19.3,-0.14,0,"Low","Negative",2,1
"452",179,1,1996,1,91,3,"young",150.5,-0.7,7,"High","Negative",2,-1
"453",189,2,2000,5,96,5,"young",3.6,1.07,10,"Low","Positive",3.6,1.4
"454",189,2,1999,4,91,5,"young",47.7,0.38,37,"Low","Positive",3.6,0.4
"455",189,2,1999,4,95,5,"young",47.7,0.38,37,"Low","Positive",3.6,0.4
"456",189,2,1998,3,117,5,"young",19.3,-0.14,0,"Low","Negative",3.6,-0.6
"457",189,2,1997,2,104,5,"young",131.6,0.14,10,"High","Positive",3.6,-1.6
"458",190,1,2013,18,112,18,"old",73.2,-0.42,1,"Medium","Negative",13,5
"459",190,1,2012,17,92,18,"old",88.4,1.35,22,"Medium","Positive",13,4
"460",190,1,2011,16,99,18,"old",80.6,-0.61,0,"Medium","Negative",13,3
"461",190,1,2010,15,93,18,"old",94.7,-1.18,28,"Medium","Negative",13,2
"462",190,1,2009,14,95,18,"old",56.5,0,0,"Medium","Positive",13,1
"463",190,1,2007,12,94,18,"old",4.8,0.59,36,"Low","Positive",13,-1
"464",190,1,2006,11,101,18,"old",31.5,-0.25,0,"Low","Negative",13,-2
"465",190,1,2005,10,96,18,"old",32.4,0.31,32,"Low","Positive",13,-3
"466",190,1,2004,9,100,18,"old",16.3,0.42,9,"Low","Positive",13,-4
"467",190,1,2003,8,94,18,"old",80.1,0,0,"Medium","Positive",13,-5
"468",193,2,1998,1,113,1,"young",19.3,-0.14,0,"Low","Negative",1,0
"469",194,1,1998,1,113,1,"young",19.3,-0.14,0,"Low","Negative",1,0
"470",196,2,2015,20,89,20,"old",7.8,1.42,38,"Low","Positive",14.0909090909091,5.90909090909091
"471",196,2,2015,20,92,20,"old",7.8,1.42,38,"Low","Positive",14.0909090909091,5.90909090909091
"472",196,2,2014,19,84,20,"old",0,0.86,21,"Low","Positive",14.0909090909091,4.90909090909091
"473",196,2,2012,17,88,20,"old",88.4,1.35,22,"Medium","Positive",14.0909090909091,2.90909090909091
"474",196,2,2010,15,95,20,"old",94.7,-1.18,28,"Medium","Negative",14.0909090909091,0.909090909090908
"475",196,2,2009,14,99,20,"old",56.5,0,0,"Medium","Positive",14.0909090909091,-0.0909090909090917
"476",196,2,2007,12,92,20,"old",4.8,0.59,36,"Low","Positive",14.0909090909091,-2.09090909090909
"477",196,2,2006,11,96,20,"old",31.5,-0.25,0,"Low","Negative",14.0909090909091,-3.09090909090909
"478",196,2,2005,10,92,20,"old",32.4,0.31,32,"Low","Positive",14.0909090909091,-4.09090909090909
"479",196,2,2004,9,93,20,"old",16.3,0.42,9,"Low","Positive",14.0909090909091,-5.09090909090909
"480",196,2,2003,8,95,20,"old",80.1,0,0,"Medium","Positive",14.0909090909091,-6.09090909090909
"481",197,1,2015,20,89,20,"old",7.8,1.42,38,"Low","Positive",14.0909090909091,5.90909090909091
"482",197,1,2015,20,92,20,"old",7.8,1.42,38,"Low","Positive",14.0909090909091,5.90909090909091
"483",197,1,2014,19,84,20,"old",0,0.86,21,"Low","Positive",14.0909090909091,4.90909090909091
"484",197,1,2012,17,88,20,"old",88.4,1.35,22,"Medium","Positive",14.0909090909091,2.90909090909091
"485",197,1,2010,15,95,20,"old",94.7,-1.18,28,"Medium","Negative",14.0909090909091,0.909090909090908
"486",197,1,2009,14,99,20,"old",56.5,0,0,"Medium","Positive",14.0909090909091,-0.0909090909090917
"487",197,1,2007,12,92,20,"old",4.8,0.59,36,"Low","Positive",14.0909090909091,-2.09090909090909
