"","ID_Buzzard","sex","year","min_age","laying_date","max_age","age","Hellmann_winter","NAO_winter","voleMarch","Hellmann_cat","NAO_cat","btw_ind_avg_age","wth_ind_age_cen"
"984",509,1,2014,8,89,8,"old",0,0.86,21,"Low","Positive",8,0
"985",510,2,2014,8,88,8,"old",0,0.86,21,"Low","Positive",8,0
"986",511,2,2010,4,92,4,"young",94.7,-1.18,28,"Medium","Negative",2.66666666666667,1.33333333333333
"987",511,2,2009,3,87,4,"young",56.5,0,0,"Medium","Positive",2.66666666666667,0.333333333333333
"988",511,2,2007,1,82,4,"young",4.8,0.59,36,"Low","Positive",2.66666666666667,-1.66666666666667
"989",513,1,2014,8,88,8,"old",0,0.86,21,"Low","Positive",8,0
"990",514,2,2014,7,91,7,"young",0,0.86,21,"Low","Positive",4.2,2.8
"991",514,2,2012,5,87,7,"young",88.4,1.35,22,"Medium","Positive",4.2,0.8
"992",514,2,2011,4,88,7,"young",80.6,-0.61,0,"Medium","Negative",4.2,-0.2
"993",514,2,2010,3,91,7,"young",94.7,-1.18,28,"Medium","Negative",4.2,-1.2
"994",514,2,2009,2,92,7,"young",56.5,0,0,"Medium","Positive",4.2,-2.2
"995",515,1,2012,5,93,5,"young",88.4,1.35,22,"Medium","Positive",4.5,0.5
"996",515,1,2011,4,97,5,"young",80.6,-0.61,0,"Medium","Negative",4.5,-0.5
"997",518,2,2010,3,104,3,"young",94.7,-1.18,28,"Medium","Negative",2,1
"998",518,2,2008,1,98,3,"young",20.3,0.52,18,"Low","Positive",2,-1
"999",519,2,2014,7,88,7,"young",0,0.86,21,"Low","Positive",4,3
"1000",519,2,2013,6,100,7,"young",73.2,-0.42,1,"Medium","Negative",4,2
"1001",519,2,2012,5,90,7,"young",88.4,1.35,22,"Medium","Positive",4,1
"1002",519,2,2011,4,93,7,"young",80.6,-0.61,0,"Medium","Negative",4,0
"1003",519,2,2010,3,93,7,"young",94.7,-1.18,28,"Medium","Negative",4,-1
"1004",519,2,2009,2,101,7,"young",56.5,0,0,"Medium","Positive",4,-2
"1005",519,2,2008,1,105,7,"young",20.3,0.52,18,"Low","Positive",4,-3
"1006",520,1,2008,1,86,1,"young",20.3,0.52,18,"Low","Positive",1,0
"1007",521,2,2008,1,99,1,"young",20.3,0.52,18,"Low","Positive",1,0
"1008",522,1,2012,5,101,5,"young",88.4,1.35,22,"Medium","Positive",3.33333333333333,1.66666666666667
"1009",522,1,2011,4,107,5,"young",80.6,-0.61,0,"Medium","Negative",3.33333333333333,0.666666666666667
"1010",522,1,2008,1,110,5,"young",20.3,0.52,18,"Low","Positive",3.33333333333333,-2.33333333333333
"1011",525,2,2015,8,102,8,"old",7.8,1.42,38,"Low","Positive",8,0
"1012",526,1,2015,8,102,8,"old",7.8,1.42,38,"Low","Positive",8,0
"1013",530,2,2009,2,91,2,"young",56.5,0,0,"Medium","Positive",2,0
"1014",533,1,2011,3,102,3,"young",80.6,-0.61,0,"Medium","Negative",3,0
"1015",534,2,2015,11,96,11,"old",7.8,1.42,38,"Low","Positive",11,0
"1016",535,1,2015,11,96,11,"old",7.8,1.42,38,"Low","Positive",11,0
"1017",536,2,2015,8,100,8,"old",7.8,1.42,38,"Low","Positive",8,0
"1018",537,1,2015,8,92,8,"old",7.8,1.42,38,"Low","Positive",8,0
"1019",540,1,2009,2,97,2,"young",56.5,0,0,"Medium","Positive",1.5,0.5
"1020",540,1,2008,1,99,2,"young",20.3,0.52,18,"Low","Positive",1.5,-0.5
"1021",541,1,2015,8,86,8,"old",7.8,1.42,38,"Low","Positive",8,0
"1022",542,2,2015,7,85,7,"young",7.8,1.42,38,"Low","Positive",3.83333333333333,3.16666666666667
"1023",542,2,2014,6,82,7,"young",0,0.86,21,"Low","Positive",3.83333333333333,2.16666666666667
"1024",542,2,2012,4,96,7,"young",88.4,1.35,22,"Medium","Positive",3.83333333333333,0.166666666666667
"1025",542,2,2011,3,95,7,"young",80.6,-0.61,0,"Medium","Negative",3.83333333333333,-0.833333333333333
"1026",542,2,2010,2,94,7,"young",94.7,-1.18,28,"Medium","Negative",3.83333333333333,-1.83333333333333
"1027",542,2,2009,1,93,7,"young",56.5,0,0,"Medium","Positive",3.83333333333333,-2.83333333333333
"1028",543,1,2015,7,94,7,"young",7.8,1.42,38,"Low","Positive",5,2
"1029",543,1,2014,6,85,7,"young",0,0.86,21,"Low","Positive",5,1
"1030",543,1,2013,5,105,7,"young",73.2,-0.42,1,"Medium","Negative",5,0
"1031",543,1,2012,4,92,7,"young",88.4,1.35,22,"Medium","Positive",5,-1
"1032",543,1,2011,3,98,7,"young",80.6,-0.61,0,"Medium","Negative",5,-2
"1033",544,1,2015,7,97,7,"young",7.8,1.42,38,"Low","Positive",4.2,2.8
"1034",544,1,2014,6,92,7,"young",0,0.86,21,"Low","Positive",4.2,1.8
"1035",544,1,2012,4,96,7,"young",88.4,1.35,22,"Medium","Positive",4.2,-0.2
"1036",544,1,2011,3,100,7,"young",80.6,-0.61,0,"Medium","Negative",4.2,-1.2
"1037",544,1,2009,1,92,7,"young",56.5,0,0,"Medium","Positive",4.2,-3.2
"1038",549,1,2014,6,91,6,"young",0,0.86,21,"Low","Positive",3.2,2.8
"1039",549,1,2012,4,87,6,"young",88.4,1.35,22,"Medium","Positive",3.2,0.8
"1040",549,1,2011,3,88,6,"young",80.6,-0.61,0,"Medium","Negative",3.2,-0.2
"1041",549,1,2010,2,91,6,"young",94.7,-1.18,28,"Medium","Negative",3.2,-1.2
"1042",549,1,2009,1,92,6,"young",56.5,0,0,"Medium","Positive",3.2,-2.2
"1043",550,2,2015,7,102,7,"young",7.8,1.42,38,"Low","Positive",5,2
"1044",550,2,2014,6,89,7,"young",0,0.86,21,"Low","Positive",5,1
"1045",550,2,2012,4,87,7,"young",88.4,1.35,22,"Medium","Positive",5,-1
"1046",550,2,2011,3,98,7,"young",80.6,-0.61,0,"Medium","Negative",5,-2
"1047",551,1,2012,4,87,4,"young",88.4,1.35,22,"Medium","Positive",3.5,0.5
"1048",551,1,2011,3,98,4,"young",80.6,-0.61,0,"Medium","Negative",3.5,-0.5
"1049",554,2,2012,4,118,4,"young",88.4,1.35,22,"Medium","Positive",4,0
"1050",555,1,2012,4,84,4,"young",88.4,1.35,22,"Medium","Positive",3.5,0.5
"1051",555,1,2011,3,92,4,"young",80.6,-0.61,0,"Medium","Negative",3.5,-0.5
"1052",556,2,2012,4,103,4,"young",88.4,1.35,22,"Medium","Positive",4,0
"1053",557,1,2012,4,103,4,"young",88.4,1.35,22,"Medium","Positive",4,0
"1054",558,1,2012,4,89,4,"young",88.4,1.35,22,"Medium","Positive",3,1
"1055",558,1,2010,2,104,4,"young",94.7,-1.18,28,"Medium","Negative",3,-1
"1056",559,2,2015,7,90,7,"young",7.8,1.42,38,"Low","Positive",4.2,2.8
"1057",559,2,2014,6,88,7,"young",0,0.86,21,"Low","Positive",4.2,1.8
"1058",559,2,2012,4,89,7,"young",88.4,1.35,22,"Medium","Positive",4.2,-0.2
"1059",559,2,2011,3,90,7,"young",80.6,-0.61,0,"Medium","Negative",4.2,-1.2
"1060",559,2,2009,1,98,7,"young",56.5,0,0,"Medium","Positive",4.2,-3.2
"1061",560,2,2014,6,84,6,"young",0,0.86,21,"Low","Positive",4,2
"1062",560,2,2013,5,107,6,"young",73.2,-0.42,1,"Medium","Negative",4,1
"1063",560,2,2012,4,97,6,"young",88.4,1.35,22,"Medium","Positive",4,0
"1064",560,2,2011,3,96,6,"young",80.6,-0.61,0,"Medium","Negative",4,-1
"1065",560,2,2010,2,98,6,"young",94.7,-1.18,28,"Medium","Negative",4,-2
"1066",561,1,2014,6,84,6,"young",0,0.86,21,"Low","Positive",4,2
"1067",561,1,2013,5,107,6,"young",73.2,-0.42,1,"Medium","Negative",4,1
"1068",561,1,2012,4,97,6,"young",88.4,1.35,22,"Medium","Positive",4,0
"1069",561,1,2011,3,96,6,"young",80.6,-0.61,0,"Medium","Negative",4,-1
"1070",561,1,2010,2,98,6,"young",94.7,-1.18,28,"Medium","Negative",4,-2
"1071",562,2,2015,7,92,7,"young",7.8,1.42,38,"Low","Positive",5.66666666666667,1.33333333333333
"1072",562,2,2014,6,89,7,"young",0,0.86,21,"Low","Positive",5.66666666666667,0.333333333333333
"1073",562,2,2012,4,99,7,"young",88.4,1.35,22,"Medium","Positive",5.66666666666667,-1.66666666666667
"1074",563,1,2015,7,106,7,"young",7.8,1.42,38,"Low","Positive",4.4,2.6
"1075",563,1,2014,6,87,7,"young",0,0.86,21,"Low","Positive",4.4,1.6
"1076",563,1,2012,4,91,7,"young",88.4,1.35,22,"Medium","Positive",4.4,-0.4
"1077",563,1,2011,3,100,7,"young",80.6,-0.61,0,"Medium","Negative",4.4,-1.4
"1078",563,1,2010,2,89,7,"young",94.7,-1.18,28,"Medium","Negative",4.4,-2.4
"1079",564,2,2014,6,89,6,"young",0,0.86,21,"Low","Positive",3.66666666666667,2.33333333333333
"1080",564,2,2011,3,87,6,"young",80.6,-0.61,0,"Medium","Negative",3.66666666666667,-0.666666666666667
"1081",564,2,2010,2,92,6,"young",94.7,-1.18,28,"Medium","Negative",3.66666666666667,-1.66666666666667
"1082",565,1,2011,3,87,3,"young",80.6,-0.61,0,"Medium","Negative",2.5,0.5
"1083",565,1,2010,2,92,3,"young",94.7,-1.18,28,"Medium","Negative",2.5,-0.5
"1084",570,2,2015,7,104,7,"young",7.8,1.42,38,"Low","Positive",5.5,1.5
"1085",570,2,2012,4,83,7,"young",88.4,1.35,22,"Medium","Positive",5.5,-1.5
"1086",571,1,2012,4,83,4,"young",88.4,1.35,22,"Medium","Positive",4,0
"1087",572,1,2015,7,99,7,"young",7.8,1.42,38,"Low","Positive",3.83333333333333,3.16666666666667
"1088",572,1,2014,6,99,7,"young",0,0.86,21,"Low","Positive",3.83333333333333,2.16666666666667
"1089",572,1,2012,4,109,7,"young",88.4,1.35,22,"Medium","Positive",3.83333333333333,0.166666666666667
"1090",572,1,2011,3,113,7,"young",80.6,-0.61,0,"Medium","Negative",3.83333333333333,-0.833333333333333
"1091",572,1,2010,2,111,7,"young",94.7,-1.18,28,"Medium","Negative",3.83333333333333,-1.83333333333333
"1092",572,1,2009,1,112,7,"young",56.5,0,0,"Medium","Positive",3.83333333333333,-2.83333333333333
"1093",573,2,2014,6,95,6,"young",0,0.86,21,"Low","Positive",4,2
"1094",573,2,2013,5,105,6,"young",73.2,-0.42,1,"Medium","Negative",4,1
"1095",573,2,2012,4,95,6,"young",88.4,1.35,22,"Medium","Positive",4,0
"1096",573,2,2011,3,100,6,"young",80.6,-0.61,0,"Medium","Negative",4,-1
"1097",573,2,2010,2,98,6,"young",94.7,-1.18,28,"Medium","Negative",4,-2
"1098",575,1,2014,5,91,5,"young",0,0.86,21,"Low","Positive",3,2
"1099",575,1,2013,4,107,5,"young",73.2,-0.42,1,"Medium","Negative",3,1
"1100",575,1,2012,3,91,5,"young",88.4,1.35,22,"Medium","Positive",3,0
"1101",575,1,2012,3,108,5,"young",88.4,1.35,22,"Medium","Positive",3,0
"1102",575,1,2011,2,87,5,"young",80.6,-0.61,0,"Medium","Negative",3,-1
"1103",575,1,2010,1,89,5,"young",94.7,-1.18,28,"Medium","Negative",3,-2
"1104",576,2,2015,6,109,6,"young",7.8,1.42,38,"Low","Positive",5.25,0.75
"1105",576,2,2015,6,90,6,"young",7.8,1.42,38,"Low","Positive",5.25,0.75
"1106",576,2,2014,5,90,6,"young",0,0.86,21,"Low","Positive",5.25,-0.25
"1107",576,2,2013,4,102,6,"young",73.2,-0.42,1,"Medium","Negative",5.25,-1.25
"1108",577,1,2015,6,109,6,"young",7.8,1.42,38,"Low","Positive",5.25,0.75
"1109",577,1,2015,6,90,6,"young",7.8,1.42,38,"Low","Positive",5.25,0.75
"1110",577,1,2014,5,90,6,"young",0,0.86,21,"Low","Positive",5.25,-0.25
"1111",577,1,2013,4,102,6,"young",73.2,-0.42,1,"Medium","Negative",5.25,-1.25
"1112",580,2,2015,6,94,6,"young",7.8,1.42,38,"Low","Positive",3.5,2.5
"1113",580,2,2010,1,95,6,"young",94.7,-1.18,28,"Medium","Negative",3.5,-2.5
"1114",581,1,2015,6,94,6,"young",7.8,1.42,38,"Low","Positive",3.5,2.5
"1115",581,1,2010,1,95,6,"young",94.7,-1.18,28,"Medium","Negative",3.5,-2.5
"1116",582,1,2010,1,107,1,"young",94.7,-1.18,28,"Medium","Negative",1,0
"1117",585,1,2010,1,114,1,"young",94.7,-1.18,28,"Medium","Negative",1,0
"1118",586,1,2012,3,99,3,"young",88.4,1.35,22,"Medium","Positive",3,0
"1119",587,1,2015,6,100,6,"young",7.8,1.42,38,"Low","Positive",5.5,0.5
"1120",587,1,2014,5,84,6,"young",0,0.86,21,"Low","Positive",5.5,-0.5
"1121",588,1,2010,2,100,2,"young",94.7,-1.18,28,"Medium","Negative",1.5,0.5
"1122",588,1,2009,1,99,2,"young",56.5,0,0,"Medium","Positive",1.5,-0.5
"1123",589,1,2010,1,91,1,"young",94.7,-1.18,28,"Medium","Negative",1,0
"1124",590,1,2015,6,90,6,"young",7.8,1.42,38,"Low","Positive",4,2
"1125",590,1,2014,5,94,6,"young",0,0.86,21,"Low","Positive",4,1
"1126",590,1,2012,3,87,6,"young",88.4,1.35,22,"Medium","Positive",4,-1
"1127",590,1,2011,2,97,6,"young",80.6,-0.61,0,"Medium","Negative",4,-2
"1128",591,2,2015,6,96,6,"young",7.8,1.42,38,"Low","Positive",4,2
"1129",591,2,2014,5,88,6,"young",0,0.86,21,"Low","Positive",4,1
"1130",591,2,2010,1,96,6,"young",94.7,-1.18,28,"Medium","Negative",4,-3
"1131",592,1,2015,6,96,6,"young",7.8,1.42,38,"Low","Positive",4,2
"1132",592,1,2014,5,88,6,"young",0,0.86,21,"Low","Positive",4,1
"1133",592,1,2010,1,96,6,"young",94.7,-1.18,28,"Medium","Negative",4,-3
"1134",593,1,2011,2,89,2,"young",80.6,-0.61,0,"Medium","Negative",1.5,0.5
"1135",593,1,2010,1,91,2,"young",94.7,-1.18,28,"Medium","Negative",1.5,-0.5
"1136",594,2,2010,1,95,1,"young",94.7,-1.18,28,"Medium","Negative",1,0
"1137",595,1,2010,1,95,1,"young",94.7,-1.18,28,"Medium","Negative",1,0
"1138",597,2,2014,5,86,5,"young",0,0.86,21,"Low","Positive",3,2
"1139",597,2,2013,4,104,5,"young",73.2,-0.42,1,"Medium","Negative",3,1
"1140",597,2,2012,3,86,5,"young",88.4,1.35,22,"Medium","Positive",3,0
"1141",597,2,2011,2,85,5,"young",80.6,-0.61,0,"Medium","Negative",3,-1
"1142",597,2,2010,1,95,5,"young",94.7,-1.18,28,"Medium","Negative",3,-2
"1143",598,2,2011,2,89,2,"young",80.6,-0.61,0,"Medium","Negative",1.5,0.5
"1144",598,2,2010,1,98,2,"young",94.7,-1.18,28,"Medium","Negative",1.5,-0.5
"1145",599,1,2011,2,89,2,"young",80.6,-0.61,0,"Medium","Negative",1.5,0.5
"1146",599,1,2010,1,98,2,"young",94.7,-1.18,28,"Medium","Negative",1.5,-0.5
"1147",602,2,2015,5,94,5,"young",7.8,1.42,38,"Low","Positive",3.25,1.75
"1148",602,2,2014,4,89,5,"young",0,0.86,21,"Low","Positive",3.25,0.75
"1149",602,2,2013,3,116,5,"young",73.2,-0.42,1,"Medium","Negative",3.25,-0.25
"1150",602,2,2011,1,100,5,"young",80.6,-0.61,0,"Medium","Negative",3.25,-2.25
"1151",604,2,2012,2,92,2,"young",88.4,1.35,22,"Medium","Positive",2,0
"1152",605,1,2012,2,92,2,"young",88.4,1.35,22,"Medium","Positive",2,0
"1153",606,2,2015,4,105,4,"young",7.8,1.42,38,"Low","Positive",2.5,1.5
"1154",606,2,2014,3,97,4,"young",0,0.86,21,"Low","Positive",2.5,0.5
"1155",606,2,2013,2,117,4,"young",73.2,-0.42,1,"Medium","Negative",2.5,-0.5
"1156",606,2,2012,1,95,4,"young",88.4,1.35,22,"Medium","Positive",2.5,-1.5
"1157",608,2,2014,4,93,4,"young",0,0.86,21,"Low","Positive",3,1
"1158",608,2,2013,3,118,4,"young",73.2,-0.42,1,"Medium","Negative",3,0
"1159",608,2,2012,2,97,4,"young",88.4,1.35,22,"Medium","Positive",3,-1
"1160",610,1,2012,2,91,2,"young",88.4,1.35,22,"Medium","Positive",2,0
"1161",612,2,2015,5,92,5,"young",7.8,1.42,38,"Low","Positive",2.66666666666667,2.33333333333333
"1162",612,2,2012,2,83,5,"young",88.4,1.35,22,"Medium","Positive",2.66666666666667,-0.666666666666667
"1163",612,2,2011,1,104,5,"young",80.6,-0.61,0,"Medium","Negative",2.66666666666667,-1.66666666666667
"1164",613,1,2015,5,92,5,"young",7.8,1.42,38,"Low","Positive",2.66666666666667,2.33333333333333
"1165",613,1,2012,2,83,5,"young",88.4,1.35,22,"Medium","Positive",2.66666666666667,-0.666666666666667
"1166",613,1,2011,1,104,5,"young",80.6,-0.61,0,"Medium","Negative",2.66666666666667,-1.66666666666667
"1167",614,2,2012,1,85,1,"young",88.4,1.35,22,"Medium","Positive",1,0
"1168",615,1,2013,3,105,3,"young",73.2,-0.42,1,"Medium","Negative",2,1
"1169",615,1,2011,1,99,3,"young",80.6,-0.61,0,"Medium","Negative",2,-1
"1170",616,1,2012,1,118,1,"young",88.4,1.35,22,"Medium","Positive",1,0
"1171",617,1,2011,1,102,1,"young",80.6,-0.61,0,"Medium","Negative",1,0
"1172",618,2,2015,4,95,4,"young",7.8,1.42,38,"Low","Positive",2.66666666666667,1.33333333333333
"1173",618,2,2014,3,92,4,"young",0,0.86,21,"Low","Positive",2.66666666666667,0.333333333333333
"1174",618,2,2012,1,104,4,"young",88.4,1.35,22,"Medium","Positive",2.66666666666667,-1.66666666666667
"1175",619,1,2015,4,95,4,"young",7.8,1.42,38,"Low","Positive",2.66666666666667,1.33333333333333
"1176",619,1,2014,3,92,4,"young",0,0.86,21,"Low","Positive",2.66666666666667,0.333333333333333
"1177",619,1,2012,1,104,4,"young",88.4,1.35,22,"Medium","Positive",2.66666666666667,-1.66666666666667
"1178",622,1,2015,4,89,4,"young",7.8,1.42,38,"Low","Positive",3,1
"1179",622,1,2014,3,83,4,"young",0,0.86,21,"Low","Positive",3,0
"1180",622,1,2013,2,103,4,"young",73.2,-0.42,1,"Medium","Negative",3,-1
"1181",623,1,2015,3,93,3,"young",7.8,1.42,38,"Low","Positive",2.25,0.75
"1182",623,1,2015,3,102,3,"young",7.8,1.42,38,"Low","Positive",2.25,0.75
"1183",623,1,2014,2,91,3,"young",0,0.86,21,"Low","Positive",2.25,-0.25
"1184",623,1,2013,1,93,3,"young",73.2,-0.42,1,"Medium","Negative",2.25,-1.25
"1185",624,2,2015,4,75,4,"young",7.8,1.42,38,"Low","Positive",3,1
"1186",624,2,2014,3,78,4,"young",0,0.86,21,"Low","Positive",3,0
"1187",624,2,2013,2,104,4,"young",73.2,-0.42,1,"Medium","Negative",3,-1
"1188",625,2,2014,2,94,2,"young",0,0.86,21,"Low","Positive",2,0
"1189",627,1,2015,4,102,4,"young",7.8,1.42,38,"Low","Positive",3.5,0.5
"1190",627,1,2014,3,84,4,"young",0,0.86,21,"Low","Positive",3.5,-0.5
"1191",628,2,2012,2,89,2,"young",88.4,1.35,22,"Medium","Positive",2,0
"1192",629,1,2015,3,98,3,"young",7.8,1.42,38,"Low","Positive",2,1
"1193",629,1,2014,2,90,3,"young",0,0.86,21,"Low","Positive",2,0
"1194",629,1,2013,1,124,3,"young",73.2,-0.42,1,"Medium","Negative",2,-1
"1195",630,2,2015,3,93,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1196",630,2,2014,2,99,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1197",631,2,2015,3,106,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1198",631,2,2014,2,87,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1199",632,2,2015,3,89,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1200",632,2,2014,2,86,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1201",633,1,2015,3,89,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1202",633,1,2014,2,86,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1203",635,2,2015,3,101,3,"young",7.8,1.42,38,"Low","Positive",3,0
"1204",639,2,2014,2,94,2,"young",0,0.86,21,"Low","Positive",2,0
"1205",640,1,2015,1,104,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1206",641,2,2014,3,83,3,"young",0,0.86,21,"Low","Positive",2,1
"1207",641,2,2012,1,89,3,"young",88.4,1.35,22,"Medium","Positive",2,-1
"1208",642,2,2014,3,87,3,"young",0,0.86,21,"Low","Positive",3,0
"1209",643,1,2014,3,87,3,"young",0,0.86,21,"Low","Positive",3,0
"1210",644,2,2014,2,91,2,"young",0,0.86,21,"Low","Positive",2,0
"1211",645,1,2014,2,91,2,"young",0,0.86,21,"Low","Positive",2,0
"1212",646,1,2015,2,96,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1213",646,1,2014,1,86,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1214",647,1,2014,1,89,1,"young",0,0.86,21,"Low","Positive",1,0
"1215",648,1,2015,2,85,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1216",648,1,2014,1,82,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1217",649,2,2015,2,81,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1218",649,2,2014,1,89,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1219",650,2,2015,2,101,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1220",651,1,2015,2,101,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1221",652,2,2015,2,85,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1222",653,1,2015,2,85,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1223",654,1,2015,2,93,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1224",654,1,2014,1,95,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1225",655,2,2015,2,93,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1226",655,2,2014,1,101,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1227",656,2,2014,1,95,1,"young",0,0.86,21,"Low","Positive",1,0
"1228",657,1,2015,3,99,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1229",657,1,2014,2,84,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1230",660,2,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1231",661,1,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1232",662,2,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1233",663,1,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1234",665,1,2015,2,95,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1235",666,2,2015,1,96,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1236",672,2,2015,1,90,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1237",674,1,2015,1,101,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1238",675,2,2015,1,89,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1239",676,1,2015,1,98,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1240",678,1,2015,1,93,1,"young",7.8,1.42,38,"Low","Positive",1,0
